Word	POS	NEG
easy	241	0
wars	21	0
power	75	0
not	680	0
arm	10	0
make	153	0
very	273	62
should	37	17
minute	90	44
that	642	0
alarm	830	0
read	121	22
need	124	7
hear	43	9
love	166	0
bed	59	0
quality	0	6
best	49	0
which	145	27
look	133	56
timely	3	0
not	680	255
bed	59	0
increment	5	0
glass	23	0
far	50	0
this	845	317
star	64	0
two	77	0
light	263	77
know	49	0
dial	32	6
require	13	2
rrb	335	0
for	807	0
apply	3	0
star	64	0
recently	9	0
hit	26	7
very	273	0
because	76	15
instruction	30	0
many	46	3
light	263	63
completely	6	4
choice	8	3
beyond	0	4
nap	29	0
worst	2	6
money	20	14
under	24	0
not	680	322
choose	24	0
easy	241	0
about	121	6
conversation	2	0
and	1484	0
digit	9	0
cell	12	3
the	3144	0
evening	4	0
you	682	121
how	51	20
med	2	0
can	296	108
first	56	29
across	27	0
away	21	10
workday	1	0
that	642	114
sleep	116	0
this	845	278
well	106	1
try	39	29
that	642	0
think	68	6
one	315	16
that	642	290
pro	15	0
furthermore	3	1
break	15	12
turn	111	6
use	278	0
would	206	0
adapter	0	5
its	81	0
but	349	135
would	206	0
defective	0	12
nuisance	0	1
another	66	14
that	642	0
time	500	152
angle	7	1
clock	1098	493
purchase	85	0
cabin	1	0
fault	5	0
plastic	24	0
time	500	0
rather	12	8
minute	90	30
display	151	0
come	58	0
the	3144	0
purchase	85	16
good	161	22
and	1484	530
even	88	60
that	642	225
for	807	168
little	122	0
timeset	1	0
little	122	0
volume	55	26
that	642	58
time	500	227
use	278	0
the	3144	457
brightly	2	0
didnt	0	1
alarm	830	35
alarm	830	0
any	61	3
sloppy	1	0
minute	90	62
when	235	6
deal	17	0
ceiling	6	0
have	946	163
like	247	0
faint	2	3
love	166	0
noise	32	16
all	157	0
that	642	0
clock	1098	0
again	44	29
lrb	291	0
the	3144	492
too	119	0
loud	108	6
alarm	830	3
have	946	300
original	7	3
sound	249	0
clock	1098	84
not	680	183
dark	71	0
clock	1098	0
fit	20	0
again	44	40
simply	12	0
you	682	197
first	56	33
switch	47	18
the	3144	7
date	19	0
alarm	830	0
build	5	4
distinguish	1	1
the	3144	170
like	247	0
you	682	170
soother	0	12
functional	9	0
too	119	31
clock	1098	369
the	3144	0
sleek	6	1
uniqueness	1	0
clock	1098	0
last	36	9
one	315	0
light	263	0
too	119	0
set	282	0
when	235	0
like	247	0
really	106	44
find	122	10
rrb	335	0
quickly	15	4
open	15	1
more	117	0
time	500	0
get	222	0
with	392	0
exploit	1	0
perfectly	19	0
the	3144	1141
receive	28	17
deal	17	1
truly	4	0
appear	4	5
have	946	43
top	25	0
that	642	0
alarm	830	0
next	23	0
there	117	0
that	642	41
alarm	830	9
what	124	0
use	278	0
and	1484	0
bedside	22	8
for	807	301
the	3144	0
other	130	0
daylight	15	0
and	1484	75
radio	99	0
get	222	0
that	642	180
the	3144	837
its	81	0
huuuuuuuuuuuuuuuuuuuummmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm	0	1
sound	249	0
hear	43	0
three	25	2
noise	32	20
repeat	5	0
which	145	0
how	51	5
like	247	0
the	3144	0
not	680	94
money	0	13
nice	71	21
this	845	0
thrill	6	0
the	3144	1658
off	188	55
the	3144	945
and	1484	127
all	157	0
addition	0	3
plug	37	0
get	222	49
one	315	70
ebb	2	0
store	17	2
and	1484	0
how	51	18
buy	167	0
pretty	32	0
yet	29	0
you	682	154
for	807	166
and	1484	0
have	946	0
night	134	0
bed	59	0
styling	0	1
buzzer	10	0
and	1484	0
the	3144	0
again	44	15
however	50	9
time	500	179
flushing	1	0
the	3144	0
seconds	27	0
will	121	40
without	52	20
ipod	4	0
and	1484	0
hour	54	31
she	147	13
clock	1098	479
this	845	336
display	151	0
petite	1	1
call	0	1
but	349	0
this	845	175
small	93	30
the	3144	5
buy	167	47
have	946	0
one	315	0
cool	30	0
appearence	1	0
closest	0	1
material	2	2
well	106	0
purchase	85	0
reputation	1	0
get	222	61
clock	1098	383
which	145	0
traditional	8	0
with	392	0
knurled	1	0
blast	4	0
need	124	0
buzz	11	4
put	45	24
you	682	0
frequency	0	5
radio	99	1
there	117	9
asleep	15	7
the	3144	0
loud	108	30
that	642	126
able	31	0
not	680	0
huge	16	0
great	204	0
how	51	0
the	3144	0
rrb	335	90
when	235	0
set	282	63
rrb	335	0
loudest	3	1
have	946	19
store	17	0
hour	54	42
really	106	0
clock	1098	30
nice	71	4
see	144	63
setting	73	25
the	3144	0
easy	241	0
sometimes	17	6
would	206	4
really	106	0
out	146	73
repetition	2	0
few	51	6
minute	90	53
patio	1	0
turn	111	22
clock	1098	130
darth	22	0
very	273	0
alarm	830	0
because	76	56
deal	17	0
but	349	211
they	178	6
the	3144	1123
setting	73	0
user	13	7
edie	1	0
know	49	0
give	58	2
hotel	11	0
still	69	30
handle	6	0
great	204	0
check	21	0
cheaply	0	10
the	3144	0
ever	24	0
stand	36	3
that	642	0
have	946	195
wake	237	0
past	16	3
the	3144	291
walk	8	0
the	3144	1496
top	25	0
you	682	0
ear	6	4
waste	0	16
when	235	88
for	807	0
and	1484	0
shaker	11	0
westclox	9	3
this	845	159
update	13	0
and	1484	172
fit	20	0
keep	71	0
head	22	0
reliable	18	0
clock	1098	19
night	134	50
come	58	0
for	807	239
the	3144	348
other	130	31
surpass	1	0
like	247	0
work	206	0
which	145	0
see	144	0
down	45	0
irregularly	2	0
like	247	0
the	3144	152
use	278	0
snooze	121	0
home	29	2
the	3144	0
easy	241	0
for	807	0
read	121	42
and	1484	0
turn	111	0
the	3144	0
need	124	0
only	186	0
then	57	18
clock	1098	0
rrb	335	37
live	20	8
not	680	283
about	121	5
spend	12	3
super	13	0
minute	90	13
face	41	13
rooster	2	0
enough	98	0
the	3144	483
clock	1098	0
have	946	0
louder	20	0
set	282	0
first	56	32
more	117	42
sound	249	0
btw	2	1
very	273	0
the	3144	0
wake	237	0
like	247	41
different	53	0
panel	3	0
quick	6	0
customer	5	11
and	1484	519
whole	9	3
alarm	830	158
couldnt	3	0
watch	16	0
not	680	0
have	946	0
can	296	0
naturally	3	0
icon	1	0
still	69	17
lrb	291	0
she	147	4
atomic	39	0
worst	0	5
set	282	0
see	144	33
the	3144	0
the	3144	1046
christmas	15	4
correct	28	3
easy	241	0
time	500	245
want	111	0
with	392	0
the	3144	1227
this	845	0
cool	30	0
end	18	2
mind	9	0
review	48	28
and	1484	0
clock	1098	44
the	3144	0
product	86	23
forth	0	2
that	642	149
love	166	0
kind	14	0
color	40	0
can	296	0
have	946	0
function	36	0
only	186	53
that	642	0
for	807	280
anywhere	7	0
then	57	5
vision	5	0
lrb	291	0
old	71	0
say	76	0
you	682	0
you	682	0
not	680	385
this	845	171
now	78	0
overall	23	3
highly	33	0
far	50	0
than	108	0
and	1484	195
clock	1098	326
will	121	30
glass	23	5
good	161	0
and	1484	509
most	41	11
the	3144	0
since	53	0
alarm	830	0
the	3144	0
gift	20	13
the	3144	0
stand	36	1
time	500	136
number	84	0
booklet	1	0
the	3144	1193
glow	20	0
the	3144	0
the	3144	0
for	807	175
for	807	0
the	3144	0
get	222	32
see	144	0
stop	0	36
collins	1	0
sleep	116	10
clock	1098	0
keep	71	20
middle	16	0
engine	1	0
gentle	13	2
need	124	0
need	124	0
for	807	0
green	20	0
brookstone	7	0
variable	4	0
for	807	229
before	35	4
kid	11	0
buy	167	48
minifig	1	0
mechanic	2	0
operate	19	0
break	15	5
for	807	305
happen	0	5
little	122	0
guess	0	5
for	807	232
snooze	121	0
clockface	2	0
flowery	0	1
this	845	69
need	124	9
second	28	18
later	12	2
wake	237	0
problem	72	0
build	5	2
one	315	0
when	235	65
take	71	3
snooze	121	0
boom	15	0
change	69	0
use	278	0
con	15	0
several	33	0
turn	111	35
that	642	5
behind	6	1
dimmer	8	0
annoy	10	0
alarm	830	204
put	45	11
time	500	138
without	52	0
face	41	16
the	3144	0
the	3144	1224
the	3144	380
this	845	0
clock	1098	0
requirement	2	0
problem	72	42
with	392	92
she	147	0
since	53	10
rrb	335	0
gmt	0	1
product	86	77
that	642	246
want	111	15
light	263	0
perfect	69	0
and	1484	0
feature	117	0
clock	1098	0
work	206	0
see	144	0
the	3144	0
have	946	0
when	235	0
you	682	0
free	8	1
nice	71	7
properly	6	3
the	3144	1186
function	36	10
say	76	0
even	88	38
the	3144	0
function	36	17
bad	15	8
traditional	8	0
the	3144	1460
shlep	1	0
just	183	56
when	235	33
the	3144	0
minute	90	21
from	136	0
that	642	53
add	14	0
set	282	0
switch	47	0
midwest	0	1
return	0	47
day	85	0
just	183	78
stuff	6	0
order	46	11
price	67	0
purchase	85	1
week	29	3
you	682	0
great	204	0
find	122	29
again	44	0
probably	14	3
all	157	0
flash	32	4
wake	237	0
compact	29	1
money	20	17
glitch	1	0
really	106	0
for	807	0
and	1484	236
without	52	3
great	204	0
set	282	0
return	0	47
number	84	20
savings	13	0
the	3144	0
have	946	30
know	49	0
and	1484	507
the	3144	342
she	147	0
enjoy	15	0
the	3144	374
clock	1098	0
volume	55	0
product	86	45
snore	2	0
the	3144	0
time	500	0
would	206	48
light	263	0
nap	29	0
else	13	2
flash	32	0
rule	5	0
they	178	0
stock	5	1
the	3144	0
she	147	0
illuminate	13	0
work	206	84
dark	71	22
since	53	0
this	845	0
that	642	0
you	682	210
order	46	0
for	807	0
light	263	0
whole	9	0
arrive	15	11
and	1484	0
who	86	0
have	946	0
button	166	0
from	136	41
this	845	0
loudness	1	2
sleek	6	0
reset	31	0
can	296	9
function	36	0
due	8	0
casio	7	2
exact	9	0
sound	249	0
not	680	349
wakefulness	1	0
fan	23	0
you	682	0
for	807	0
that	642	214
excellant	1	0
would	206	30
job	29	0
look	133	0
when	235	0
signal	14	0
have	946	0
choice	8	7
and	1484	59
access	8	0
clock	1098	501
tape	14	0
though	32	12
need	124	0
one	315	0
view	11	3
the	3144	481
person	11	0
automatic	3	5
way	40	29
regular	8	1
get	222	0
the	3144	651
alarm	830	195
alarm	830	0
the	3144	752
the	3144	0
like	247	0
machine	27	9
like	247	25
feature	117	0
building	2	1
with	392	0
use	278	15
great	204	0
progressively	3	1
package	7	3
radio	99	17
and	1484	0
have	946	215
time	500	0
battery	180	0
they	178	0
have	946	90
battery	180	0
you	682	0
than	108	3
have	946	145
not	680	40
for	807	0
analog	11	10
the	3144	0
the	3144	1029
love	166	0
not	680	21
wake	237	0
one	315	0
tell	28	16
small	93	0
blow	2	2
flash	32	0
have	946	0
choose	24	0
attach	1	2
this	845	46
care	5	2
coin	2	0
alarm	830	0
you	682	0
with	392	0
advertise	12	0
see	144	0
this	845	0
manually	10	5
week	29	6
get	222	0
size	47	0
than	108	0
color	40	3
this	845	167
than	108	0
alarm	830	0
road	0	2
start	30	0
tinny	0	3
different	53	17
snooze	121	0
this	845	0
the	3144	0
the	3144	106
would	206	0
and	1484	0
not	680	78
favorite	14	0
the	3144	274
great	204	0
wake	237	0
sure	35	9
chealy	0	1
turn	111	0
which	145	0
the	3144	1516
say	76	0
awakening	5	0
with	392	0
pretty	32	0
awesome	13	0
display	151	0
alarm	830	61
complain	12	0
the	3144	0
the	3144	1389
display	151	30
and	1484	574
and	1484	0
locate	1	2
only	186	0
fold	24	0
shake	6	0
early	11	0
loud	108	0
sufficiently	4	0
the	3144	1419
one	315	32
little	122	0
you	682	99
one	315	0
the	3144	0
feature	117	0
awaken	7	3
and	1484	271
and	1484	130
effective	7	1
and	1484	72
snooze	121	0
child	12	2
buy	167	78
position	10	1
the	3144	408
not	680	301
alarm	830	0
have	946	0
some	74	0
the	3144	0
for	807	231
have	946	181
preserve	2	0
can	296	0
company	13	10
percent	1	0
one	315	0
reliable	18	6
button	166	0
see	144	0
other	130	23
the	3144	0
cost	17	0
one	315	0
compact	29	0
push	29	0
daylight	15	0
clock	1098	462
want	111	0
bird	14	0
only	186	0
its	81	0
now	78	19
husband	29	0
really	106	59
down	45	0
scant	1	0
still	69	0
and	1484	0
sleep	116	0
handling	0	1
pro	15	0
give	58	14
this	845	0
night	134	8
get	222	45
number	84	8
she	147	0
sleep	116	0
alarm	830	274
one	315	0
alarm	830	0
wonderful	15	0
powered	3	0
the	3144	1512
that	642	121
time	500	66
radio	99	0
atomic	39	0
light	263	0
and	1484	0
volume	55	6
buy	167	0
clock	1098	176
bedroom	20	0
not	680	0
space	9	0
colorado	9	0
head	22	4
get	222	0
plus	25	2
good	161	0
the	3144	1201
all	157	0
that	642	0
setting	73	11
pay	0	14
pull	5	4
travel	131	0
look	133	80
back	98	61
not	680	377
find	122	0
tell	28	4
great	204	0
and	1484	0
annoying	27	10
that	642	0
bright	85	0
this	845	221
cool	30	0
head	22	0
effective	7	2
work	206	32
the	3144	0
point	10	1
sit	19	3
close	18	0
for	807	0
not	680	0
light	263	0
turn	111	0
with	392	0
these	55	15
alarm	830	253
snooze	121	29
same	34	16
needs	1	0
worth	16	0
end	18	11
girly	2	0
see	144	13
blare	3	0
turn	111	0
the	3144	0
atomic	39	0
and	1484	505
most	41	0
cat	5	0
cute	19	0
make	153	67
minimal	2	0
for	807	0
off	188	0
then	57	29
excellent	12	2
help	24	0
love	166	0
look	133	59
clock	1098	0
this	845	0
you	682	0
little	122	19
time	500	0
perfect	69	0
too	119	0
rain	12	8
charge	5	1
will	121	0
instantly	1	1
for	807	17
for	807	0
easily	54	0
can	296	0
need	124	32
the	3144	0
even	88	40
rhythm	2	1
clock	1098	0
atomic	39	6
day	85	62
visible	10	4
noise	32	27
more	117	11
for	807	0
all	157	0
buy	167	0
the	3144	154
navy	1	0
unfortunately	0	9
button	166	0
lrb	291	111
fold	24	0
for	807	0
for	807	275
time	500	0
run	27	4
wire	8	0
suddenly	1	1
last	36	0
buy	167	0
the	3144	893
amazon	31	25
the	3144	1660
great	204	0
chime	18	0
which	145	0
speedy	0	1
amazon	31	35
this	845	0
night	134	0
and	1484	0
the	3144	1606
this	845	0
all	157	26
old	71	0
not	680	423
hate	8	0
design	36	24
she	147	9
the	3144	0
recall	0	1
year	146	5
steady	1	0
would	206	0
rrb	335	110
die	14	0
for	807	0
begin	6	1
the	3144	1220
with	392	84
the	3144	1052
all	157	60
smeone	1	0
field	2	0
pick	13	0
and	1484	0
companion	4	0
and	1484	262
the	3144	353
the	3144	865
time	500	235
but	349	0
instrument	1	0
backlight	22	6
buy	167	0
weird	4	0
the	3144	0
relocate	0	2
ruin	2	0
something	41	10
these	55	9
nice	71	0
like	247	0
afford	1	2
amazon	31	29
she	147	14
some	74	0
the	3144	0
lrb	291	0
pro	15	0
press	39	16
now	78	7
month	39	24
the	3144	1450
interested	2	1
cooking	1	0
evening	4	0
here	16	0
choose	24	3
follow	8	3
figure	20	0
this	845	0
set	282	0
how	51	0
atomic	39	0
play	0	6
terrible	0	8
quality	30	25
red	30	0
construct	2	0
put	45	0
please	13	0
inside	10	0
also	127	0
the	3144	0
this	845	401
with	392	0
dream	3	0
surround	1	0
snooze	121	0
least	6	10
come	58	0
around	22	5
alarm	830	0
and	1484	144
unless	0	5
parking	1	0
uniden	1	1
likely	0	1
the	3144	1402
have	946	207
time	500	0
that	642	95
flash	32	3
alarm	830	0
not	680	426
volume	55	12
and	1484	107
sound	249	0
room	90	0
time	500	0
dark	71	0
complaint	22	0
reset	31	14
idea	11	7
only	186	0
clock	1098	378
arm	10	0
can	296	32
for	807	180
board	2	2
with	392	6
easy	241	0
time	500	173
another	66	7
large	67	0
absolutely	10	4
clock	1098	194
indiglo	11	2
time	500	5
theirs	1	0
have	946	0
dim	24	0
out	146	0
see	144	24
say	76	0
disappoint	0	7
for	807	198
the	3144	218
finally	23	7
signal	14	0
pack	7	0
with	392	0
clock	1098	0
there	117	0
hear	43	0
for	807	0
year	146	0
those	29	0
not	680	461
cord	8	0
recommend	69	0
reading	3	0
here	16	0
awesome	13	0
perfect	69	0
clock	1098	542
kind	14	3
from	136	68
work	206	127
analog	11	13
polite	2	0
the	3144	0
have	946	0
look	133	0
the	3144	1448
would	206	0
every	38	15
later	12	6
outside	4	0
that	642	0
yet	29	0
make	153	0
little	122	2
system	7	0
power	75	0
this	845	435
the	3144	0
want	111	0
couple	22	9
the	3144	0
similar	8	0
use	278	0
alarm	830	306
efficient	1	1
clock	1098	454
machine	27	1
day	85	27
not	680	68
hour	54	35
time	500	199
this	845	0
ask	5	0
plus	25	0
help	24	6
pick	13	0
beeper	2	1
enough	98	0
alarm	830	234
just	183	0
the	3144	508
again	44	3
diddle	1	0
these	55	0
individual	4	0
moon	2	1
highly	33	0
convenient	9	0
easy	241	0
junk	0	24
look	133	0
you	682	0
minute	90	33
many	46	0
this	845	0
can	296	50
same	34	0
optional	1	2
insta	4	0
put	45	19
time	500	0
great	204	0
switch	47	17
but	349	0
much	73	29
the	3144	432
living	7	0
this	845	0
bill	5	0
luggage	6	0
very	273	0
theme	5	0
hear	43	10
battery	180	0
the	3144	0
clock	1098	0
five	11	0
great	204	38
require	13	7
the	3144	304
clock	1098	361
power	75	0
tire	4	0
the	3144	0
clock	1098	62
the	3144	345
only	186	0
that	642	0
the	3144	0
disguise	0	1
internal	1	3
and	1484	82
the	3144	373
two	77	0
computer	3	2
return	0	47
snooze	121	0
like	247	78
maintain	4	0
have	946	0
minute	90	24
that	642	276
take	71	0
for	807	0
sleep	116	0
for	807	302
not	680	451
sleep	116	0
quality	30	26
smarter	1	0
clock	1098	0
coil	0	1
that	642	67
any	61	0
perfect	69	0
you	682	108
the	3144	560
and	1484	0
someone	14	5
always	29	0
any	61	0
please	13	0
date	19	0
time	500	0
some	74	11
wake	237	57
than	108	6
and	1484	0
worth	16	0
the	3144	1043
purchase	85	0
the	3144	1213
read	121	0
build	5	5
for	807	0
buy	167	0
good	161	23
freedom	1	0
display	151	44
alark	1	0
the	3144	1493
advanced	2	1
love	166	0
can	296	0
font	3	0
manage	4	1
awakening	5	0
rich	2	0
you	682	87
that	642	0
change	69	0
alarm	830	261
however	50	0
would	206	50
the	3144	0
space	9	0
not	680	0
for	807	18
wear	9	1
dark	71	0
special	5	0
break	15	10
rely	4	0
way	40	9
the	3144	0
all	157	23
though	32	5
area	9	0
not	680	97
for	807	0
back	98	53
with	392	0
clock	1098	0
cake	1	0
regardless	3	1
other	130	0
the	3144	1138
durability	7	0
meaningless	0	2
choose	24	5
tall	9	0
daughter	23	0
stay	11	10
not	680	69
but	349	0
people	32	0
availabe	1	0
start	30	0
out	146	31
position	10	2
have	946	182
because	76	35
they	178	0
monday	4	0
whether	9	0
first	56	0
the	3144	0
this	845	0
send	0	11
want	111	0
audio	0	5
the	3144	0
year	146	0
set	282	0
clock	1098	0
will	121	0
the	3144	0
make	153	0
want	111	0
also	127	0
also	127	6
angrily	0	1
can	296	85
alarm	830	145
and	1484	0
quite	26	9
additionally	0	1
have	946	0
you	682	0
use	278	0
time	500	219
base	14	2
you	682	0
and	1484	300
personaly	1	0
wake	237	0
one	315	88
alarm	830	0
close	18	0
nice	71	3
all	157	11
that	642	0
still	69	0
only	186	62
other	130	0
vader	19	0
unless	0	5
this	845	0
trick	3	2
lone	1	0
what	124	11
very	273	36
alarm	830	0
only	186	0
the	3144	0
alarm	830	33
appear	4	4
small	93	18
other	130	0
quickly	15	0
the	3144	151
its	81	0
own	29	0
ago	24	1
once	31	0
have	946	298
power	75	20
lit	7	0
main	10	5
over	63	0
you	682	0
the	3144	0
predecessor	1	0
start	30	0
travel	131	0
very	273	0
clock	1098	0
one	315	104
search	18	5
tamp	1	0
clock	1098	489
rrb	335	0
can	296	0
the	3144	0
the	3144	0
shade	2	0
better	41	0
that	642	0
nevertheless	4	0
have	946	109
light	263	0
back	98	41
power	75	0
cute	19	0
single	8	1
you	682	0
that	642	0
that	642	293
also	127	0
little	122	0
everything	23	6
sleep	116	0
want	111	0
rrb	335	0
who	86	0
name	6	4
color	40	0
good	161	0
can	296	0
clock	1098	0
scroll	0	3
the	3144	0
room	90	0
train	3	0
hard	36	0
there	117	24
inappropriately	0	1
boy	6	1
much	73	27
snooze	121	25
think	68	40
flight	5	0
activate	16	0
direction	5	4
delight	2	0
for	807	0
all	157	55
disruption	1	0
dark	71	12
daughter	23	8
fortunately	3	1
there	117	0
designer	4	0
for	807	0
feature	117	0
have	946	218
with	392	0
now	78	0
easier	20	0
and	1484	0
far	50	0
french	1	0
purchase	85	10
training	1	1
the	3144	834
have	946	230
the	3144	0
gentle	13	0
for	807	0
prone	1	0
also	127	0
one	315	0
and	1484	462
often	17	0
the	3144	1175
look	133	0
the	3144	1347
that	642	195
bitterly	0	1
review	48	43
the	3144	0
worth	16	11
shape	6	0
look	133	0
remain	0	2
press	39	7
night	134	16
put	45	0
one	315	0
this	845	0
sound	249	34
receive	28	30
seem	41	11
you	682	0
peaceful	4	0
never	36	9
rrb	335	0
shipping	11	1
desperately	0	2
long	32	1
the	3144	0
pun	0	1
year	146	0
want	111	0
arm	10	0
back	98	64
between	17	9
plastic	24	7
far	50	0
this	845	96
yellow	5	2
luck	2	1
picture	17	4
which	145	37
functional	9	2
amazon	31	9
that	642	44
happy	37	0
sonic	14	0
westclck	1	0
though	32	0
the	3144	63
which	145	0
great	204	0
the	3144	312
also	127	0
have	946	46
that	642	0
happy	37	0
purchase	85	23
product	86	61
love	166	13
middle	16	0
now	78	0
which	145	0
retire	2	0
can	296	0
clock	1098	0
number	84	16
alarm	830	0
correct	28	0
morning	66	0
snooze	121	0
like	247	59
set	282	9
have	946	0
use	278	0
this	845	377
adjust	32	0
have	946	0
true	7	1
the	3144	209
online	3	4
own	29	0
push	29	9
see	144	0
time	500	164
can	296	0
issue	15	10
confusing	1	1
while	39	0
sink	1	0
odd	3	1
thing	69	0
weight	3	7
take	71	20
unit	18	21
find	122	0
internet	2	1
that	642	0
appealing	0	1
multipurpose	0	1
light	263	0
question	2	0
have	946	0
hand	39	17
what	124	24
stop	0	36
have	946	0
dalek	11	0
time	500	0
number	84	0
will	121	0
type	12	3
lrb	291	0
the	3144	1410
end	18	6
address	3	0
the	3144	0
sleeper	47	0
flaw	2	11
have	946	191
you	682	0
quality	0	6
third	1	2
she	147	0
insistent	1	0
back	98	16
would	206	7
they	178	0
the	3144	0
dark	71	25
ridiculous	2	2
five	11	0
defective	0	12
bright	85	12
during	18	3
boot	2	0
can	296	12
light	263	70
unless	10	12
the	3144	22
soother	0	12
wear	9	2
clock	1098	0
example	6	9
get	222	0
can	296	84
purchasing	1	0
white	0	6
from	136	0
room	90	14
but	349	102
the	3144	897
fact	24	7
also	127	0
when	235	0
just	183	0
snooze	121	0
problem	72	44
unfortunately	4	12
without	52	17
now	78	32
head	22	0
wife	22	0
have	946	92
louder	20	5
truly	4	0
like	247	0
bunch	0	1
year	146	0
and	1484	185
anyone	25	6
the	3144	134
the	3144	1157
raucous	1	0
and	1484	0
merry	1	0
noise	32	29
you	682	0
later	12	0
display	151	32
hand	39	20
have	946	0
tuner	0	8
buy	167	0
and	1484	0
cheap	23	28
any	61	21
could	72	18
they	178	0
shake	6	0
she	147	0
alarm	830	0
simply	12	5
this	845	0
satisfied	6	0
and	1484	0
this	845	0
come	58	22
utterly	0	1
that	642	13
bright	85	0
loud	108	0
technophobe	0	1
have	946	0
you	682	88
traveler	2	0
arrive	15	6
legible	2	0
already	10	3
good	161	15
also	127	24
most	41	2
other	130	0
light	263	0
sound	249	0
end	18	3
failure	6	0
that	642	0
portion	3	0
when	235	0
one	315	21
receive	28	20
snooze	121	32
like	247	22
dst	12	0
read	121	28
not	680	321
have	946	0
want	111	50
turn	111	36
time	500	204
have	946	0
can	296	0
its	81	0
alarm	830	244
the	3144	1190
get	222	97
that	642	0
across	27	0
the	3144	0
but	349	0
about	121	54
like	247	13
replacement	15	1
fit	20	0
need	124	0
good	161	0
over	63	5
clock	1098	341
reliable	18	2
environment	1	1
only	186	35
cost	17	0
could	72	0
analog	11	3
etc	25	4
like	247	0
light	263	2
color	40	0
there	117	32
satisfied	6	0
anxiety	0	1
nature	0	4
green	20	0
better	41	8
all	157	0
maybe	19	6
good	161	0
small	93	0
know	49	13
work	206	0
have	946	189
similarly	0	1
for	807	29
savings	13	0
you	682	0
nearly	6	2
that	642	35
accidentally	10	0
noise	32	28
the	3144	824
the	3144	149
also	127	35
you	682	0
the	3144	1365
yet	29	0
travel	131	0
have	946	0
you	682	195
for	807	311
work	206	107
thinner	1	0
the	3144	0
fragile	2	0
lowest	0	4
trash	2	1
clock	1098	0
very	273	0
take	71	0
but	349	0
and	1484	0
etc	25	2
after	82	9
give	58	0
ebb	2	1
window	15	0
not	680	0
sound	249	149
the	3144	0
the	3144	0
sound	249	84
too	119	0
return	0	47
sleeper	47	0
auto	3	1
did	0	2
family	10	0
prefer	16	1
die	14	0
horrify	0	1
that	642	107
see	144	0
hear	43	16
after	82	27
series	2	0
and	1484	0
sunrise	16	0
operate	19	0
google	2	1
like	247	0
product	86	49
not	680	303
sleep	116	0
not	680	19
longer	17	0
easy	241	0
this	845	0
relatively	3	2
ease	8	2
light	263	36
zone	25	0
rrb	335	130
year	146	0
have	946	277
spend	12	7
this	845	354
rrb	335	0
battery	180	14
not	680	452
time	500	0
about	121	0
also	127	0
arrive	15	2
neighbor	7	0
small	93	0
the	3144	0
design	36	0
and	1484	165
not	680	26
day	85	52
and	1484	208
look	133	84
have	946	0
real	19	0
perfect	69	0
coby	0	8
and	1484	0
the	3144	0
clock	1098	354
that	642	0
back	98	14
recently	9	0
alarm	830	0
sound	249	0
the	3144	678
weekend	13	0
exchanges	0	1
and	1484	578
off	188	0
kitchen	5	1
glow	20	0
booey	2	0
sound	249	54
happy	37	0
sharper	9	7
the	3144	0
clock	1098	181
fabulous	0	3
product	86	56
turn	111	0
love	166	10
durable	12	0
too	119	0
mad	1	0
and	1484	388
music	6	0
the	3144	1174
for	807	0
clock	1098	0
the	3144	1640
but	349	119
from	136	0
thing	69	7
see	144	0
not	680	96
the	3144	733
digit	9	1
well	106	0
have	946	0
display	151	0
sound	249	9
clock	1098	156
that	642	267
hard	36	18
dresser	4	0
radio	99	4
set	282	0
with	392	0
next	23	1
self	8	0
bright	85	0
not	680	505
which	145	0
much	73	0
set	282	92
not	680	462
alarm	830	188
but	349	86
will	121	45
run	27	15
best	49	0
charm	6	1
leave	23	0
overshoot	2	2
and	1484	0
bird	14	2
the	3144	0
favorite	14	0
that	642	220
wake	237	0
same	34	25
still	69	0
led	16	0
off	188	0
not	680	66
snooze	121	7
touch	4	1
wake	237	0
thing	69	0
the	3144	0
either	13	1
this	845	0
one	315	0
the	3144	1364
bed	59	0
find	122	25
elimination	1	0
and	1484	0
buy	167	75
myself	11	0
who	86	0
virtually	1	0
alarm	830	0
instruction	30	0
value	10	0
bit	39	15
humming	0	4
fine	46	0
convenient	9	0
straight	9	0
the	3144	91
with	392	0
great	204	0
and	1484	0
and	1484	0
loud	108	0
and	1484	0
backlit	0	1
that	642	245
highest	3	0
hus	1	1
one	315	83
what	124	0
head	22	0
this	845	0
alarm	830	137
look	133	0
win	1	0
annoy	10	5
alarm	830	0
that	642	0
the	3144	247
best	49	0
and	1484	164
old	71	0
other	130	0
these	55	11
easy	241	0
big	48	19
can	296	33
boom	15	0
still	69	0
that	642	283
change	69	0
able	31	1
and	1484	0
they	178	73
out	146	1
access	8	0
similar	8	5
much	73	0
alarm	830	0
the	3144	0
and	1484	521
swim	0	1
share	2	0
and	1484	399
least	6	9
let	17	0
poor	0	15
listen	17	7
for	807	0
other	130	17
the	3144	0
easy	241	0
top	25	10
miserably	1	0
saving	0	1
condensation	0	1
contact	4	4
time	500	0
make	153	24
receive	28	19
favorite	14	0
overall	23	7
all	157	0
for	807	0
too	119	36
primarily	1	0
return	0	47
that	642	176
out	146	0
white	14	7
phone	14	0
lot	34	0
the	3144	0
clock	1098	266
can	296	0
after	82	0
the	3144	0
